go:0000001 | distribution_of | mitochondria
go:0010294 | has_reactant | (+)-abscisate
go:0010294 | has_product | abscisic_acid_glucose_ester
go:0010294 | has_product | udp
go:0010295 | has_reactant | (+)-abscisate
go:0010295 | has_product | h2o
go:0010295 | has_product | nadp+
go:0010295 | has_reactant | h+
go:0010295 | has_reactant | o2
go:0010295 | has_reactant | nadph
go:0010295 | has_product | (+)-8'-hydroxyabscisate
go:0010296 | has_product | methanol
go:0010296 | has_reactant | h2o
go:0010296 | has_product | protein_c-terminal_s-farnesyl-l-cysteine
go:0010296 | has_product | h+
go:0010296 | has_reactant | protein_c-terminal_s-farnesyl-l-cysteine_methyl_ester
monosaccharide_residue | is_part_of | heteropolysaccharide
glycan | composed_of | monosaccharide_residue
heteropolysaccharide | composed_of | monosaccharide_residue
go:0010297 | binding_to | heteropolysaccharide
heteropolysaccharide | is_a | glycan
go:0010298 | has_reactant | dihydrocamalexic_acid
go:0010298 | has_product | camalexin
go:0010298 | has_product | co2
go:0010298 | has_product | h+
go:0010299 | reduces_or_removes_toxicity_of | cobalt_ion_(co2+)
go:0010301 | has_product | nadh
go:0010301 | has_reactant | nad+
go:0010301 | has_product | (+)-abscisic_aldehyde
go:0010301 | has_reactant | xanthoxin
go:0010301 | has_product | h+
hydrolysis_of_(1,6)-alpha-d-glucosidic_linkages | occurs_in | beta-limit_dextrins
hydrolysis_of_(1,6)-alpha-d-glucosidic_linkages | occurs_in | amylopectin
go:0010303 | involves | alpha-limit_dextrins
go:0010303 | involves | pullulan
hydrolysis_of_(1,6)-alpha-d-glucosidic_linkages | occurs_in | alpha-limit_dextrins
hydrolysis_of_(1,6)-alpha-d-glucosidic_linkages | occurs_in | glycogen
go:0010303 | involves | beta-limit_dextrins
go:0010303 | involves | glycogen
hydrolysis_of_(1,6)-alpha-d-glucosidic_linkages | occurs_in | pullulan
go:0010303 | catalysis_of | hydrolysis_of_(1,6)-alpha-d-glucosidic_linkages
go:0010303 | involves | amylopectin
breakdown | of | light-harvesting_complex_of_photosystem_ii
go:0010304 | involves | breakdown
go:0010304 | involves | chemical_reactions_and_pathways
chemical_reactions_and_pathways | results_in | breakdown
light-harvesting_complex_of_photosystem_ii | undergoes | breakdown
go:0010305 | occurs_in | leaf_of_vascular_plants
primary_walls | found_in | dicotyledenous_plants
primary_walls | found_in | monocotyledenous_plants
go:0010306 | involved_in_formation_of | rhamnogalacturonan_ii
rhamnogalacturonan_ii | conserved_in | primary_walls
primary_walls | found_in | gymnosperms
rhamnogalacturonan_ii | is_a | pectic_polysaccharide
go:0010307 | binds_to | acetylglutamate_kinase
go:0010307 | modulates_activity_of | acetylglutamate_kinase
go:0010308 | has_reactant | o2
go:0010308 | has_product | 3-(methylthio)propanoate
go:0010308 | has_product | co
go:0010308 | has_product | formate
go:0010308 | has_reactant | 1,2-dihydroxy-5-(methylthio)pent-1-en-3-one
go:0010309 | has_product | 4-methylthio-2-oxobutanoate
go:0010309 | has_reactant | 1,2-dihydroxy-5-(methylthio)pent-1-en-3-one
go:0010309 | has_product | h+
go:0010309 | has_reactant | o2
go:0010309 | has_product | formate
go:0010310 | modulates | hydrogen_peroxide_chemical_reactions_and_pathways
lateral_root_primordium | derived_from | root_pericycle
lateral_root_primordium | is_a | organized_group_of_cells
lateral_root_primordium | differentiates_into | new_root
go:0010311 | gives_rise_to | lateral_root
zn2+ | transported_away_from | sensitive_areas
zn2+ | sequestered_by | compartments_or_complexes
zn2+ | transported_to | compartments_or_complexes
go:0010312 | reduces_or_removes_toxicity_of | zn2+
compartments_or_complexes | purpose_is_sequestration_of | zn2+
go:0010313 | binding_to | phytochrome
phosphatidylinositol-5-phosphate | has_modification | phosphorylation_at_5'_position
phosphatidylinositol-5-phosphate | derivative_of | phosphatidylinositol
go:0010314 | binding_to | phosphatidylinositol-5-phosphate
auxins | moves_into | extracellular_region
go:0010315 | definition | directed_movement_of_auxins_from_inside_of_a_cell_across_the_plasma_membrane_and_into_the_extracellular_region
auxins | moves_across | plasma_membrane
go:0010316 | catalyzes | pyrophosphate-dependent_phosphorylation_of_d-fructose_6-phosphate_into_d-fructose_1,6-bisphosphate
heterodimeric_complex | catalyzes | pyrophosphate-dependent_phosphorylation_of_d-fructose_6-phosphate_into_d-fructose_1,6-bisphosphate
go:0010316 | is_a | heterodimeric_complex
go:0010316 | has_reactant | d-fructose_6-phosphate
go:0010316 | has_product | d-fructose_1,6-bisphosphate
go:0010317 | refers_to | alpha_subunit
pyrophosphate-dependent_phosphofructokinase_activity | is_a | phosphofructokinase_activity
heterodimeric_complex | possesses_activity | pyrophosphate-dependent_phosphofructokinase_activity
alpha_subunit | part_of | heterodimeric_complex
go:0010318 | refers_to | beta_subunit
heterodimeric_complex | possesses | pyrophosphate-dependent_phosphofructokinase_activity
beta_subunit | part_of | heterodimeric_complex
go:0010319 | part_of | thin_filamentous_structure
plastid_types | includes | amyloplast
stromules | may_be_restricted_to | particular_tissues_and_cell_types
stromules | more_abundant_in | cells_containing_smaller_plastids
stromules | potentially_increases | transport_to_and_from_the_cytosol
stromules | involved_in | starch_granule_formation_in_cereal_endosperm
plastid_types | includes | leucoplast
stromules | more_abundant_in | tissues_containing_non-green_plastids
plastid_types | includes | chloroplast
stromules | increases | plastid_surface_area
thin_filamentous_structure | extends_from | surface_of_all_plastid_types
plastid_types | includes | proplastid
stromules | involved_in | transfer_of_macromolecules_between_plastids
plastid_types | includes | chromoplast
plastid_types | includes | etioplast
transition_plant_phase | involves | juvenile_phase
transition_plant_phase | involves | adult_phase
go:0010321 | modulates | frequency
go:0010321 | modulates | rate
vegetative_phase_change | involved_in | transition_plant_phase
go:0010321 | modulates | vegetative_phase_change
vegetative_phase_change | is_a | post-embryonic_processes
go:0010321 | modulates | extent
isopentenyl_diphosphate | produced_via | methylerythritol_pathway
go:0010322 | modulates | isopentenyl_diphosphate_formation
methylerythritol_pathway | is_a | mevalonate-independent_pathway
go:0010323 | regulates | isopentenyl_diphosphate_formation_via_mep_pathway
go:0010324 | definition_of | infolding_of_a_membrane
go:0010325 | results_in_formation_of | raffinose_family_oligosaccharides
raffinose_family_oligosaccharides | includes | raffinose
raffinose_family_oligosaccharides | includes | stachyose
raffinose_family_oligosaccharides | includes | verbascose
go:0010326 | has_product | an_l-alpha-amino_acid
go:0010326 | has_product | 4-methylsulfanyl-2-oxobutanoate
go:0010326 | has_reactant | l-methionine
go:0010326 | has_reactant | a_2-oxocarboxylate
go:0010327 | has_reactant | acetyl-coa
go:0010327 | has_product | (z)-3-hexen-1-yl acetate
go:0010327 | has_reactant | (z)-3-hexen-1-ol
go:0010327 | has_product | coa
go:0010328 | enables | transfer_of_auxin
transfer_of_auxin | occurs_across | membrane
transfer_of_auxin | occurs_into | cell
go:0010329 | enables | transfer_of_auxin
transfer_of_auxin | occurs_across | membrane
transfer_of_auxin | occurs_out_of | cell
go:0010330 | organized_in | rosette
go:0010330 | catalyzes_biosynthesis_of | cellulose
go:0010330 | is_a | protein_complex
cellulose | biosynthesis_for | plant_cell_wall
gibberellin | is_a | plant_hormone
go:0010331 | binding_to | gibberellin
gibberellin | regulates | plant_growth
farnesyl-pp | example_of | linear_terpenes
geranylgeranyl-pp | example_of | linear_terpenes
linear_terpenes | contains | isoprene_units
go:0010333 | catalysis_of | formation_of_cyclic_terpenes
geranyl-pp | example_of | linear_terpenes
formation_of_cyclic_terpenes | through | cyclization_of_linear_terpenes
isopentenyl-pp | example_of | linear_terpenes
go:0010334 | has_reactant | trans,trans-farnesyl_diphosphate
go:0010334 | has_product | diphosphate
go:0010334 | has_product | sesquiterpene
non-ionic_solutes | example_of | mannitol
change_in_state_or_activity_of_a_cell_or_an_organism | as_a_result_of | stimulus
stimulus | indicating | increase_or_decrease_in_concentration_of_non-ionic_solutes
increase_or_decrease_in_concentration_of_non-ionic_solutes | in | environment
go:0010335 | results_in | change_in_state_or_activity_of_a_cell_or_an_organism
non-ionic_solutes | example_of | sorbitol
maintenance_of_internal_steady_state_of_gibberellic_acid | may_involve | transport
maintenance_of_internal_steady_state_of_gibberellic_acid | may_involve | catabolism
go:0010336 | involved_in | maintenance_of_internal_steady_state_of_gibberellic_acid
maintenance_of_internal_steady_state_of_gibberellic_acid | may_involve | conjugation
maintenance_of_internal_steady_state_of_gibberellic_acid | may_involve | biosynthesis
go:0010337 | modulates | salicylic_acid_chemical_reactions_and_pathways
go:0010338 | definition_of | the_process_that_gives_rise_to_a_leaf
go:0010338 | pertains_to | the_initial_formation_of_a_structure_from_unspecified_parts
go:0010339 | definition | the_side_of_the_cell_wall_that_is_opposite_to_the_side_that_faces_the_cell_and_its_contents
go:0010340 | catalysis_of | transfer_of_a_methyl_group
transfer_of_a_methyl_group | to | carboxyl_group
go:0010340 | has_product | methyl_ester
carboxyl_group | of | acceptor_molecule
go:0010341 | has_product | s-adenosyl-l-homocysteine
go:0010341 | has_reactant | s-adenosyl-l-methionine
go:0010341 | has_product | a_gibberellin_methyl_ester
go:0010341 | has_reactant | a_gibberellin
syncytial_phase | ends_with | partitioning_of_the_multi-nucleate_cytoplasm_into_individual_cells
endosperm | develops_as | syncytium
go:0010342 | definition_of | separation_of_the_multi-nucleate_endosperm_into_individual_cells
partitioning_of_the_multi-nucleate_cytoplasm_into_individual_cells | referred_to_as | cellularization
programmed_cell_death | results_from | activation_of_endogenous_cellular_processes
go:0010343 | induced_by | singlet_oxygen
programmed_cell_death | is_a | cell_death
constituent_macromolecules | assembly_and_arrangement | constituent_parts
seed_oilbody | supply | energy_requirements
phospholipid_monolayer | embedded_and_covered_with | oleosins
growth_of_seedling | after | germination
go:0010344 | results_in_biosynthesis_of | constituent_macromolecules
constituent_parts | of | seed_oilbody
energy_requirements | for | growth_of_seedling
matrix_of_triglyceride | surrounded_by | phospholipid_monolayer
seed_oilbody | comprising | matrix_of_triglyceride
go:0010345 | results_in_formation_of | suberin_polyesters
go:0010345 | results_in_formation_of | suberin_monomers
suberin_monomers | derived_from | trans-cinnamic_acids
suberin_monomers | derived_from | fatty_acids
monomers | cross-linked_with | glycerols
shoot_axis | is_a | structure
go:0010346 | pertains_to | formation_from_unspecified_parts
go:0010346 | gives_rise_to | shoot_axis
go:0010346 | pertains_to | initial_formation
go:0010347 | has_product | phosphate
go:0010347 | has_product | l-galactose
go:0010347 | has_reactant | h2o
go:0010347 | has_reactant | l-galactose-1-phosphate
go:0010348 | has_product | li+(out)
go:0010348 | has_product | h+(in)
go:0010348 | enables_the_transfer_of | solute_or_solutes
go:0010348 | has_reactant | h+(out)
go:0010348 | has_reactant | li+(in)
l-galactono-1,4-lactone | product_of_reaction | go:0010349
go:0010349 | has_product | l-galactono-1,4-lactone
h+ | product_of_reaction | go:0010349
nad+ | substrate | go:0010349
nadh | product_of_reaction | go:0010349
go:0010349 | has_reactant | l-galactose
go:0010349 | catalyzes | l-galactose + nad+ = l-galactono-1,4-lactone + nadh + h+
go:0010349 | has_product | nadh
go:0010349 | has_reactant | nad+
l-galactose | substrate | go:0010349
go:0010349 | has_product | h+
go:0010349 | catalysis_of_the_reaction | l-galactose + nad+ = l-galactono-1,4-lactone + nadh + h+
deprivation_of_magnesium | affects | gene_expression
deprivation_of_magnesium | affects | enzyme_production
cell_state_or_activity | caused_by | deprivation_of_magnesium
go:0010350 | results_in_change_in | cell_state_or_activity
deprivation_of_magnesium | affects | cell_secretion
deprivation_of_magnesium | affects | cell_movement
lithium_ion | moves_out_of | cell
directed_movement_of_lithium_ion | occurs_between | cells
lithium_ion | moves_within | cell
directed_movement_of_lithium_ion | occurs_in | cell
directed_movement_of_lithium_ion | mediated_by | agent
go:0010351 | is_a | directed_movement_of_lithium_ion
lithium_ion | moves_into | cell
agent | includes | transporter
lithium_ion | moves_between | cells
agent | includes | pore
lithium_ion | location | organelle
lithium_ion | movement | out_of
go:0010352 | definition | the_directed_movement_of_lithium_ion_out_of_a_cell_or_organelle
lithium_ion | location | cell
trehalose_stimulus | stimulus_for | change_in_state_or_activity_of_a_cell_or_an_organism
change_in_state_or_activity_of_a_cell_or_an_organism | as_a_result_of | trehalose_stimulus
go:0010353 | results_in | change_in_state_or_activity_of_a_cell_or_an_organism
go:0010354 | catalysis_of | transfer_of_a_prenyl_group
transfer_of_a_prenyl_group | from | one_compound
transfer_of_a_prenyl_group | to | homogentisic_acid
go:0010355 | has_reactant | homogentisic_acid
go:0010355 | has_reactant | farnesyl_diphosphate
go:0010355 | has_product | 2-methyl-6-farnesylplastoquinol
go:0010356 | has_reactant | geranylgeranyl_diphosphate
go:0010356 | has_product | co2
go:0010356 | has_reactant | homogentisate
go:0010356 | has_product | 6-geranylgeranyl-2-methylbenzene-1,4-diol
go:0010356 | has_product | diphosphate
go:0010357 | has_product | diphosphate
go:0010357 | has_reactant | H+
go:0010357 | has_reactant | homogentisate
go:0010357 | has_product | 2-methyl-6-all-trans-nonaprenylbenzene-1,4-diol
go:0010357 | has_reactant | all-trans-nonaprenyl_diphosphate
go:0010357 | has_product | CO2
go:0010357 | catalysis_of_the_reaction | all-trans-nonaprenyl_diphosphate
go:0010358 | is_defined_as | developmental_process_of_leaf_organization_in_3d_space
developmental_process_of_leaf_organization_in_3d_space | is_a | developmental_process
